,ligand_name,ligand_smiles,electrophile_name,electrophile_id,electrophile_smiles,nucleophile_name,nucleophile_id,nucleophile_smiles,product_smiles,yield,A-caPhos,BrettPhos,CX-FBu,CX-PICy,Cy-DavePhos,Cy-vBRIDP,Kwong,MeO-KITPHOS,P(o-Anis)3,Et-PhenCar-Phos,JackiePhos,"P(3,5-CF3-Ph)3",P(fur)3,Ph-PhenCar-Phos,PPh2Me,PPhtBu2,tBPh-CPhos,PPhMe2,Cy-BippyPhos,PCy3 HBF4,CgMe-PPh,PPh3,X-Phos,PnBu3 HBF4,e1,e2,e3,e5,e9,e4,e7,e10,nD,nB,nC,nA,nE,nF,nI,nG
717,PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1cncc(C(F)(F)F)c1,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
718,X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1cncc(C(F)(F)F)c1,34.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
719,PnBu3 HBF4,CCCCP(CCCC)CCCC,3-Bromo-5-(trifluoromethyl)pyridine,e10,FC(F)(F)c1cncc(Br)c1,1-Isopropylimidazole,nB,CC(C)n1ccnc1,CC(C)n1cncc1-c1cncc(C(F)(F)F)c1,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
720,A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
721,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,47.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
722,CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
723,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,63.71,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
724,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,88.27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
725,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,90.21,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
726,Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,66.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
727,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,73.87,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
728,P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,28.32,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
729,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,91.59,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
730,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,90.54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
731,"P(3,5-CF3-Ph)3",FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,75.21,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
732,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,78.03,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
733,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
734,PPh2Me,CP(c1ccccc1)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
735,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,87.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
736,tBPh-CPhos,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,91.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
737,PPhMe2,CP(C)c1ccccc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,89.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738,Cy-BippyPhos,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,92.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
739,PCy3 HBF4,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
740,CgMe-PPh,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,66.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
741,PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
742,X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,72.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
743,PnBu3 HBF4,CCCCP(CCCC)CCCC,2-Acetyl-5-bromothiophene,e2,CC(=O)c1ccc(Br)s1,1-Methylimidazole,nA,Cn1ccnc1,CC(=O)c1ccc(-c2cncn2C)s1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
744,A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,35.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
745,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,3.69,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
746,CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,4.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
747,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,33.52,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
748,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,47.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
749,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,62.92,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
750,Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,52.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
751,MeO-KITPHOS,COc1ccccc1C1=C(P(C2CCCCC2)C2CCCCC2)C2c3ccccc3C1c1ccccc12,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,34.55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
752,P(o-Anis)3,COc1ccccc1P(c1ccccc1OC)c1ccccc1OC,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,17.97,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
753,Et-PhenCar-Phos,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,59.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
754,JackiePhos,COc1ccc(OC)c(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,52.99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
755,"P(3,5-CF3-Ph)3",FC(F)(F)c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,6.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
756,P(fur)3,c1coc(P(c2ccco2)c2ccco2)c1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,14.97,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
757,Ph-PhenCar-Phos,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
758,PPh2Me,CP(c1ccccc1)c1ccccc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
759,PPhtBu2,CC(C)(C)P(c1ccccc1)C(C)(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,33.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
760,tBPh-CPhos,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)C(C)(C)C,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,59.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
761,PPhMe2,CP(C)c1ccccc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,34.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
762,Cy-BippyPhos,c1ccc(-c2nn(-c3ccccc3)c(-c3ccccc3)c2-n2nccc2P(C2CCCCC2)C2CCCCC2)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,67.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
763,PCy3 HBF4,C1(P(C2CCCCC2)C3CCCCC3)CCCCC1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,1.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
764,CgMe-PPh,CC12CC3(C)OC(C)(CC(C)(O1)P3c1ccccc1)O2,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,61.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
765,PPh3,c1ccc(P(c2ccccc2)c2ccccc2)cc1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,8.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
766,X-Phos,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,51.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
767,PnBu3 HBF4,CCCCP(CCCC)CCCC,5-Bromobenzofuran,e3,Brc1ccc2occc2c1,1-Methylimidazole,nA,Cn1ccnc1,Cn1cncc1-c1ccc2occc2c1,8.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
768,A-caPhos,CN(C)c1ccc(P(C2CCCCC2)C2CCCCC2)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,51.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
769,BrettPhos,COc1ccc(OC)c(P(C2CCCCC2)C2CCCCC2)c1-c1c(C(C)C)cc(C(C)C)cc1C(C)C,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,22.32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
770,CX-FBu,CCCCC1(c2c(c3c1cccc3)cccc2)P(C4CCCCC4)C5CCCCC5,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,14.04,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
771,CX-PICy,Cc1cc(C)c(-n2ccnc2P(C2CCCCC2)C2CCCCC2)c(C)c1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,81.43,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
772,Cy-DavePhos,CN(C)c1ccccc1-c1ccccc1P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,81.9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
773,Cy-vBRIDP,CC(=C(c1ccccc1)c1ccccc1)P(C1CCCCC1)C1CCCCC1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,83.61,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
774,Kwong,c1ccc(-c2cc3ccccc3n2P(C2CCCCC2)C2CCCCC2)cc1,5-Bromo-N-tert-butylpyridine-3-sulfonamide,e5,CC(C)(C)NS(=O)(=O)c1cncc(Br)c1,1-(4-Nitrophenyl)-2-phenylimidazole,nI,O=[N+]([O-])c1ccc(-n2ccnc2-c2ccccc2)cc1,CC(C)(C)NS(=O)(=O)c1cncc(-c2cnc(-c3ccccc3)n2-c2ccc([N+](=O)[O-])cc2)c1,58.49,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
